20070506_060730 192.5674_0A 1.36 3.83 29719
20070506_063730 192.5674_0A 2.06 3.81 36536
20070506_070730 192.5674_0A 1.41 3.78 37043
20070506_073730 192.5674_0A 1.36 3.83 45118
20070506_080730 192.5674_0A 1.45 0.00 44057
20070506_083730 192.5674_0A 2.46 3.96 43689
20070508_063730 194.7549_0A 0.1 3.60 924
20070508_070730 194.7549_0A 0.21 4.67 1967
20070508_073730 194.7549_0A 0.27 5.97 3207
20070508_080730 194.7549_0A 0.3 7.27 5068
20070508_083730 194.7549_0A 0.33 8.58 7098
20070508_090730 194.7549_0A 0.32 9.20 8086
20070508_093730 194.7549_0A 0.34 11.24 10894
20070508_100730 194.7549_0A 0.32 11.14 11493
20070508_103730 194.7549_0A 0.28 10.73 11342
20070508_110730 194.7549_0A 0.26 9.81 11670
20070508_113730 194.7549_0A 0.26 10.84 14804
20070508_120730 194.7549_0A 0.22 10.76 13963
20070509_040730 195.6090_0A 0.32 3.90 3343
20070509_043730 195.6090_0A 0.52 4.21 4795
20070509_050730 195.6090_0A 0.66 4.68 6549
20070509_053730 195.6090_0A 0.8 5.30 9198
20070509_060730 195.6090_0A 0.89 5.81 12158
20070509_063730 195.6090_0A 0.98 6.33 15596
20070509_070730 195.6090_0A 1.04 6.87 18120
20070509_073730 195.6090_0A 1.08 7.54 20885
