20070627_153730 244.6507_0A 244.9840_0B 20070627_203730 416.18 1.383 9.40 43.22 270.00 -0.00 1.070 6.724 9.227 8.656 11.879 -5.82 28.00 243.50 -21.94 1.320 10.263 11.366 14.947 16.553 
20070627_153730 244.6507_0A 244.9840_0B 20070627_210730 409.18 1.456 9.40 50.22 241.50 -18.17 0.940 6.844 9.953 8.693 12.640 -5.82 35.00 243.50 -20.71 1.300 10.580 12.486 14.952 17.646 
20070627_153730 244.6507_0A 244.9840_0B 20070627_213730 396.18 2.242 9.40 63.22 240.50 -13.87 0.810 6.824 13.604 8.796 17.536 -5.82 48.00 270.00 -0.00 1.580 11.069 16.542 5.734 8.570 
20070627_153730 244.6507_0A 244.9840_0B 20070627_220730 395.35 2.156 9.40 64.05 241.00 -13.26 0.740 7.012 14.423 9.036 18.585 -5.82 48.83 270.00 -0.00 1.460 11.653 17.702 6.002 9.117 
20070630_040730 247.1090_0A 247.4840_0B 20070630_040730 496.95 1.499 9.67 37.29 260.00 -7.91 1.280 4.883 6.103 7.996 9.995 -6.05 53.00 263.00 -4.21 0.880 5.758 9.522 8.944 14.791 
20070630_040730 247.1090_0A 247.4840_0B 20070630_043730 496.23 1.563 9.67 36.56 260.50 -7.59 1.350 5.109 6.330 8.489 10.518 -6.05 52.27 263.50 -3.98 0.940 5.860 9.537 9.118 14.841 
20070630_040730 247.1090_0A 247.4840_0B 20070630_050730 494.95 1.558 9.67 35.29 260.00 -8.11 1.370 5.298 6.458 8.733 10.645 -6.05 51.00 263.00 -4.41 0.980 6.030 9.539 9.289 14.694 
20070630_040730 247.1090_0A 247.4840_0B 20070630_053730 496.14 1.639 9.67 36.47 260.50 -7.60 1.420 5.611 6.944 9.433 11.673 -6.05 52.18 263.50 -3.99 0.990 6.243 10.141 9.412 15.289 
20070630_040730 247.1090_0A 247.4840_0B 20070630_060730 498.95 1.768 9.67 39.29 260.00 -7.70 1.470 5.924 7.608 10.141 13.023 -6.05 55.00 264.50 -3.16 0.970 6.410 11.140 9.594 16.675 
20070630_040730 247.1090_0A 247.4840_0B 20070630_063730 501.26 1.804 9.67 41.59 260.00 -7.45 1.440 6.177 8.204 10.322 13.709 -6.05 57.30 264.50 -2.97 0.890 6.530 12.048 9.703 17.903 
